Contract ID,Reference IDV,Modification Number,Transaction Number,Award/IDV Type,Action Obligation ($),Date Signed,Solicitation Date,Contracting Agency ID,Contracting Agency,Contracting Office Name,PSC Type,PSC,PSC Description,NAICS,NAICS Description,Entity City,Entity State,Entity ZIP Code,Additional Reporting Code,Additional Reporting Description,Unique Entity ID,Ultimate Parent Unique Entity ID,Ultimate Parent Legal Business Name,Legal Business Name,CAGE Code,
"N0003019C0025",,"P00038","0","DCA Definitive Contract","$145,951,820.00","Apr 25, 2022","Dec 11, 2018","1700","DEPT OF THE NAVY","STRATEGIC SYSTEMS PROGRAMS","S","AC22","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; APPLIED RESEARCH","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","LITTLETON","CO","801258504","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"N0003920C0003",,"P00011","0","DCA Definitive Contract","$11,047,034.00","Feb 16, 2022","Jan 17, 2019","1700","DEPT OF THE NAVY","NAVAL INFORMATION WARFARE SYSTEMS","P","5845","UNDERWATER SOUND EQUIPMENT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","LIVERPOOL","NY","130886062","NONE","NONE OF THE ABOVE","H11HD5VHGHN3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03538",
"NNG11FC20C",,"93","0","DCA Definitive Contract","$14,172,193.00","Apr 29, 2022",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA GODDARD SPACE FLIGHT CENTER","S","R699","SUPPORT- ADMINISTRATIVE: OTHER","541330","ENGINEERING SERVICES","GREENBELT","MD","207703504",,,"MLZQLK2GQDW7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","3CTQ3",
"NNJ06TA25C",,"611","0","DCA Definitive Contract","$18,300,000.00","Dec 15, 2022",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA JOHNSON SPACE CENTER","S","AR33","R&D- SPACE: FLIGHT (ADVANCED DEVELOPMENT)","541710","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES","LITTLETON","CO","801270000",,,"FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"W31P4Q19C0077",,"P00033","1","DCA Definitive Contract","$223,989,404.25","Apr 29, 2022","Jan 28, 2019","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1425","GUIDED MISSILE SYSTEMS, COMPLETE","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","GRAND PRAIRIE","TX","750512704","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W31P4Q19C0077",,"P00041","1","DCA Definitive Contract","$37,749,997.00","Nov 14, 2022","Jan 28, 2019","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1425","GUIDED MISSILE SYSTEMS, COMPLETE","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","GRAND PRAIRIE","TX","750512704","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W31P4Q20C0023",,"P00024","2","DCA Definitive Contract","$200,705,700.00","Dec 7, 2022","Aug 9, 2019","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1410","GUIDED MISSILES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","GRAND PRAIRIE","TX","750512704","E","EMPLOYMENT ELIGIBILITY VERIFICATION (52.222-54)","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W31P4Q21C0039",,"P00009","2","DCA Definitive Contract","$10,559,407.64","Sep 29, 2022","Jul 30, 2019","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1440","LAUNCHERS, GUIDED MISSILE","336415","GUIDED MISSILE AND SPACE VEHICLE PROPULSION UNIT AND PROPULSION UNIT PARTS MANUFACTURING","ORLANDO","FL","328198907","NONE","NONE OF THE ABOVE","H7PNSVNN5827","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04939",
"W31P4Q22C0047",,"P00006","1","DCA Definitive Contract","$48,303,156.57","Sep 16, 2022","Sep 17, 2020","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1425","GUIDED MISSILE SYSTEMS, COMPLETE","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","GRAND PRAIRIE","TX","750512704","NONE","NONE OF THE ABOVE","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W31P4Q22F0098","W31P4Q21D0003","0","2","DO Delivery Order","$18,511,382.30","Mar 31, 2022","Mar 26, 2021","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1410","GUIDED MISSILES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","GRAND PRAIRIE","TX","750512704","NONE","NONE OF THE ABOVE","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W31P4Q22F0098","W31P4Q21D0003","P00001","1","DO Delivery Order","$778,575,374.43","May 19, 2022","Mar 26, 2021","2100","DEPT OF THE ARMY","W6QK ACC-RSA","P","1410","GUIDED MISSILES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","GRAND PRAIRIE","TX","750512704","NONE","NONE OF THE ABOVE","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W31P4Q22F0276","W31P4Q17D0026","P00003","1","DO Delivery Order","$10,375,000.00","Nov 17, 2022","Sep 5, 2022","2100","DEPT OF THE ARMY","W6QK ACC-RSA","S","J014","MAINT/REPAIR/REBUILD OF EQUIPMENT- GUIDED MISSILES","336419","OTHER GUIDED MISSILE AND SPACE VEHICLE PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","GRAND PRAIRIE","TX","750512704","NONE","NONE OF THE ABOVE","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
"W56KGY20F0035","W56KGY17D0005","P00011","1","DO Delivery Order","$13,598,782.00","Mar 31, 2022","Mar 30, 2020","2100","DEPT OF THE ARMY","W6QK ACC-APG","P","5840","RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","LIVERPOOL","NY","130886062","NONE","NONE OF THE ABOVE","H11HD5VHGHN3","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","03538",
"W900KK2090016",,"P00020","0","Other Transaction Award Other Transaction Agreement","$16,604,268.30","Dec 21, 2022","May 6, 2020","2100","DEPT OF THE ARMY","W6QK ACC-ORLANDO","S","AZ15","R&D- OTHER RESEARCH AND DEVELOPMENT (OPERATIONAL SYSTEMS DEVELOPMENT)",,,"ORLANDO","FL","328255002",,,"KDT2YLB34NT6","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","16331",
"W900KK22F0513","W900KK18D0018","0","0","DO Delivery Order","$13,300,812.00","May 31, 2022","Nov 9, 2016","2100","DEPT OF THE ARMY","W6QK ACC-ORLANDO","S","J069","MAINT/REPAIR/REBUILD OF EQUIPMENT- TRAINING AIDS AND DEVICES","541330","ENGINEERING SERVICES","ORLANDO","FL","328255002","NONE","NONE OF THE ABOVE","KDT2YLB34NT6","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","16331",
"80JSC019C0012",,"P00086",0,"IDC Indefinite Delivery Contract","$211,863,747.00","May 12, 2022",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA JOHNSON SPACE CENTER","P","1555","SPACE VEHICLES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","LITTLETON","CO","801258504","NONE","NONE OF THE ABOVE","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"80JSC019C0012",,"P00104",0,"IDC Indefinite Delivery Contract","$60,000,000.00","Dec 8, 2022",,"8000","NATIONAL AERONAUTICS AND SPACE ADMINISTRATION","NASA JOHNSON SPACE CENTER","P","1555","SPACE VEHICLES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","LITTLETON","CO","801258504","NONE","NONE OF THE ABOVE","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"FA820518F0003","FA820518D0001","P00014","0","DO Delivery Order","$29,026,624.00","Nov 9, 2022",,"5700","DEPT OF THE AIR FORCE","FA8205  AFLCMC WAUKH","S","J016","MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA820523F0510","FA820518D0001","0","0","DO Delivery Order","$10,428,000.00","Dec 20, 2022","Apr 13, 2021","5700","DEPT OF THE AIR FORCE","FA8205  AFLCMC WAUKH","S","J016","MAINT/REPAIR/REBUILD OF EQUIPMENT- AIRCRAFT COMPONENTS AND ACCESSORIES","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","JSQTW5L2SSM1","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA852522F0005","FA852521D0003","0","0","DO Delivery Order","$32,714,755.77","Jan 27, 2022","Jan 27, 2022","5700","DEPT OF THE AIR FORCE","FA8525  AFLCMC WLSKA","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","336411","AIRCRAFT MANUFACTURING","MARIETTA","GA","300630001","NONE","NONE OF THE ABOVE","SJDEB3MKJEW5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","98897",
"FA852820F0007","FA852819D0015","P00027","0","DO Delivery Order","$10,226,086.00","Nov 1, 2022","Feb 19, 2019","5700","DEPT OF THE AIR FORCE","FA8528  AFLCMC WIKA","S","R425","SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL","336411","AIRCRAFT MANUFACTURING","PALMDALE","CA","935990001","NONE","NONE OF THE ABOVE","LXKGXB75YKY6","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","0L1E5",
"FA854022F0046","FA854020D0001","0","0","DO Delivery Order","$18,888,233.00","Sep 1, 2022","Sep 1, 2022","5700","DEPT OF THE AIR FORCE","FA8540  AFLCMC WNKE","P","5865","ELECTRONIC COUNTERMEASURES, COUNTER-COUNTERMEASURES AND QUICK REACTION CAPABILITY EQUIPMENT","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","ORLANDO","FL","328198907","NONE","NONE OF THE ABOVE","H7PNSVNN5827","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04939",
"FA861122F0003","FA861122D0001","0","0","DO Delivery Order","$22,403,224.27","Jul 21, 2022","Jul 21, 2022","5700","DEPT OF THE AIR FORCE","FA8611 AFLCMC WAUK F22","S","AC32","NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA861122F0007","FA861119D2123","PZ0003","0","DO Delivery Order","$24,885,418.70","Dec 20, 2022","May 20, 2021","5700","DEPT OF THE AIR FORCE","FA8611 AFLCMC WAUK F22","P","1510","AIRCRAFT, FIXED WING","488190","OTHER SUPPORT ACTIVITIES FOR AIR TRANSPORTATION","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","JSQTW5L2SSM1","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA861512C6016",,"P00091","14","DCA Definitive Contract","$10,000,000.00","Sep 8, 2022",,"5700","DEPT OF THE AIR FORCE","FA8615 AFLCMC WAMK F16","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619",,,"G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA861518C6058",,"PZ0020","14","DCA Definitive Contract","$206,977,251.44","Jan 21, 2022","Apr 13, 2018","5700","DEPT OF THE AIR FORCE","FA8615 AFLCMC WAMK F16","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA861519C6050",,"P00045","0","DCA Definitive Contract","$15,000,000.00","Sep 29, 2022","Jul 23, 2018","5700","DEPT OF THE AIR FORCE","FA8615 AFLCMC WAMK F16","P","1680","MISCELLANEOUS AIRCRAFT ACCESSORIES AND COMPONENTS","336411","AIRCRAFT MANUFACTURING","FORT WORTH","TX","761083619","NONE","NONE OF THE ABOVE","G4KDGE4JFFK7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","81755",
"FA862118F6251","FA862115D6276","P00055","6","DO Delivery Order","$20,354,426.17","Jan 26, 2022",,"5700","DEPT OF THE AIR FORCE","FA8621 AFLCMC WNSK SIMS","S","J069","MAINT/REPAIR/REBUILD OF EQUIPMENT- TRAINING AIDS AND DEVICES","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","ORLANDO","FL","328255002","NONE","NONE OF THE ABOVE","KDT2YLB34NT6","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","16331",
"FA862123F6255","FA862115D6276","0","0","DO Delivery Order","$85,092,169.00","Dec 22, 2022","Nov 10, 2021","5700","DEPT OF THE AIR FORCE","FA8621 AFLCMC WNSK SIMS","S","J069","MAINT/REPAIR/REBUILD OF EQUIPMENT- TRAINING AIDS AND DEVICES","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","ORLANDO","FL","328255002","NONE","NONE OF THE ABOVE","KDT2YLB34NT6","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","16331",
"FA862521F3012","FA862520D3000","P00002","0","DO Delivery Order","$20,986,364.00","Oct 4, 2022","Mar 25, 2020","5700","DEPT OF THE AIR FORCE","FA8625  AFLCMC WLNK C130","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","MARIETTA","GA","300630001","NONE","NONE OF THE ABOVE","SJDEB3MKJEW5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","98897",
"FA862521F3201","FA862520D3000","PZ0005","0","DO Delivery Order","$88,495,677.00","Mar 30, 2022","Aug 21, 2020","5700","DEPT OF THE AIR FORCE","FA8625  AFLCMC WLNK C130","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","MARIETTA","GA","300630001","NONE","NONE OF THE ABOVE","SJDEB3MKJEW5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","98897",
"FA862522FB004","FA862520D3000","0","0","DO Delivery Order","$52,375,548.61","Sep 13, 2022","Oct 1, 2020","5700","DEPT OF THE AIR FORCE","FA8625  AFLCMC WLNK C130","P","1510","AIRCRAFT, FIXED WING","336411","AIRCRAFT MANUFACTURING","MARIETTA","GA","300630001","NONE","NONE OF THE ABOVE","SJDEB3MKJEW5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","98897",
"FA868118C0021",,"P00056","4","DCA Definitive Contract","$22,000,000.00","Apr 15, 2022","Aug 1, 2018","5700","DEPT OF THE AIR FORCE","FA8656 AFLCMC EBX","S","AC25","NATIONAL DEFENSE R&D SVCS; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D FACILITIES & MAJ EQUIP","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","ORLANDO","FL","328198907","NONE","NONE OF THE ABOVE","H7PNSVNN5827","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04939",
"FA868118C0021",,"P00069","4","DCA Definitive Contract","$71,124,545.00","Sep 28, 2022","Aug 1, 2018","5700","DEPT OF THE AIR FORCE","FA8656 AFLCMC EBX","S","AC25","NATIONAL DEFENSE R&D SVCS; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D FACILITIES & MAJ EQUIP","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","ORLANDO","FL","328198907","NONE","NONE OF THE ABOVE","H7PNSVNN5827","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04939",
"FA868218C0009",,"P00028","4","DCA Definitive Contract","$11,000,000.00","Feb 8, 2022","Sep 13, 2017","5700","DEPT OF THE AIR FORCE","FA8682  AFLCMC EBJK","P","1425","GUIDED MISSILE SYSTEMS, COMPLETE","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","ORLANDO","FL","328198907","NONE","NONE OF THE ABOVE","H7PNSVNN5827","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04939",
"FA868221C0001",,"P00020","0","DCA Definitive Contract","$18,179,249.00","Jul 28, 2022","May 27, 2020","5700","DEPT OF THE AIR FORCE","FA8682  AFLCMC EBJK","P","1425","GUIDED MISSILE SYSTEMS, COMPLETE","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","ORLANDO","FL","328198907","NONE","NONE OF THE ABOVE","H7PNSVNN5827","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04939",
"FA880718C0009",,"P00099","9","DCA Definitive Contract","$35,500,000.00","May 3, 2022","Mar 13, 2018","5700","DEPT OF THE AIR FORCE","FA8807 MIL COMM AND PNT SSC/CGK","P","1555","SPACE VEHICLES","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","LITTLETON","CO","801258504","NONE","NONE OF THE ABOVE","FYHNA5WC8XD7","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","04236",
"FA881013C0002",,"P00248","4","DCA Definitive Contract","$13,382,744.00","May 27, 2022",,"5700","DEPT OF THE AIR FORCE","FA8823  SUSTAINMENT MCPNT SSC/PKL","S","AC25","NATIONAL DEFENSE R&D SVCS; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D FACILITIES & MAJ EQUIP","336414","GUIDED MISSILE AND SPACE VEHICLE MANUFACTURING","SUNNYVALE","CA","940891212",,,"CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"FA881018C0005",,"P00088","4","DCA Definitive Contract","$130,000,000.00","Oct 31, 2022","May 24, 2018","5700","DEPT OF THE AIR FORCE","FA8810  SPACE SENSING SSC/SNK","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","SUNNYVALE","CA","940891212","NONE","NONE OF THE ABOVE","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"FA881018C0005",,"P00091","5","DCA Definitive Contract","$10,000,000.00","Dec 8, 2022","May 24, 2018","5700","DEPT OF THE AIR FORCE","FA8810  SPACE SENSING SSC/SNK","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","SUNNYVALE","CA","940891212","NONE","NONE OF THE ABOVE","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"FA881018C0005",,"P00092","5","DCA Definitive Contract","$60,000,000.00","Dec 20, 2022","May 24, 2018","5700","DEPT OF THE AIR FORCE","FA8810  SPACE SENSING SSC/SNK","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","SUNNYVALE","CA","940891212","NONE","NONE OF THE ABOVE","CQWLW9XRQTH5","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","06887",
"H9225421F2519","H9225417D0001","P00007","0","DO Delivery Order","$11,765,942.00","Dec 9, 2022","Apr 6, 2021","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","SPECIAL OPERATIONS FORCES SPT ACTY","S","R706","SUPPORT- MANAGEMENT: LOGISTICS SUPPORT","561990","ALL OTHER SUPPORT SERVICES","LEXINGTON","KY","405169721","NONE","NONE OF THE ABOVE","JKVWEPKJRR65","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","622B7",
"H9225422F2564","H9225417D0001","P00006","0","DO Delivery Order","$12,035,000.00","Jul 21, 2022","Oct 27, 2021","97ZS","U.S. SPECIAL OPERATIONS COMMAND (USSOCOM)","SPECIAL OPERATIONS FORCES SPT ACTY","S","R706","SUPPORT- MANAGEMENT: LOGISTICS SUPPORT","561990","ALL OTHER SUPPORT SERVICES","LEXINGTON","KY","405169721","NONE","NONE OF THE ABOVE","JKVWEPKJRR65","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","622B7",
"HQ014719F0018","HQ014718D0011","P00042","0","DO Delivery Order","$27,200,000.00","Apr 21, 2022","Jul 12, 2018","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","P","5840","RADAR EQUIPMENT, EXCEPT AIRBORNE","334511","SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"HQ085121C0001",,"P00025","0","DCA Definitive Contract","$47,646,099.56","Aug 15, 2022","Sep 2, 2020","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","AC13","NATIONAL DEFENSE R&D SERVICES; DEPARTMENT OF DEFENSE - MILITARY; EXPERIMENTAL DEVELOPMENT","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"HQ085121C0002",,"P00039","0","DCA Definitive Contract","$10,810,519.76","Aug 15, 2022","Jan 28, 2019","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"HQ085121C0002",,"P00054","0","DCA Definitive Contract","$11,394,512.16","Dec 28, 2022","Jan 28, 2019","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","S","AC24","NATIONAL DEFENSE R&D SERVICES; ATOMIC ENERGY DEFENSE ACTIVITIES; R&D ADMINISTRATIVE EXPENSES","541715","RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)","MOORESTOWN","NJ","080573054","NONE","NONE OF THE ABOVE","CWM4UN76ZQW8","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","02769",
"HQ085321C0002",,"P00010","0","DCA Definitive Contract","$35,155,871.00","May 10, 2022","Feb 19, 2020","97JC","MISSILE DEFENSE AGENCY (MDA)","MISSILE DEFENSE AGENCY (MDA)","P","1450","GUIDED MISSILE HANDLING AND SERVICING EQUIPMENT","336413","OTHER AIRCRAFT PARTS AND AUXILIARY EQUIPMENT MANUFACTURING","GRAND PRAIRIE","TX","750512704","NONE","NONE OF THE ABOVE","XFJMYSYFJEK4","ZFN2JJXBLZT3","LOCKHEED MARTIN CORPORATION","LOCKHEED MARTIN CORPORATION","64059",
